text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
"Karena tentara indo milih jadi petani dan komisaris, tentaranya diganti AI 😂",Karena tentara indo milih jadi petani dan komisaris tentaranya diganti AI,karena tentara indo milih jadi petani dan komisaris tentaranya diganti ai,karena tentara indonesia memilih jadi petani dan komisaris tentaranya diganti ai,"['karena', 'tentara', 'indonesia', 'memilih', 'jadi', 'petani', 'dan', 'komisaris', 'tentaranya', 'diganti', 'ai']","['tentara', 'indonesia', 'memilih', 'petani', 'komisaris', 'tentaranya', 'diganti', 'ai']",tentara indonesia pilih tani komisaris tentara ganti ai
"udah mah bagus pake artist begini, diganti AI, gue kasian sama designer2 lama2 ga kerja diganti AI",udah mah bagus pake artist begini diganti AI gue kasian sama designer2 lama2 ga kerja diganti AI,udah mah bagus pake artist begini diganti ai gue kasian sama designer2 lama2 ga kerja diganti ai,sudah mah bagus pakai artist begini diganti ai gue kasihan sama designer2 tidak kerja diganti ai,"['sudah', 'mah', 'bagus', 'pakai', 'artist', 'begini', 'diganti', 'ai', 'gue', 'kasihan', 'sama', 'designer2', 'tidak', 'kerja', 'diganti', 'ai']","['mah', 'bagus', 'pakai', 'artist', 'diganti', 'ai', 'gue', 'kasihan', 'designer2', 'kerja', 'diganti', 'ai']",mah bagus pakai artist ganti ai gue kasihan designer2 kerja ganti ai
@sunmoyedeul @tanyarlfes Udh diganti AI dgn dalih 'efisiensi' (ga perlu bayar hak cipta karakternya ke kreator),Udh diganti AI dgn dalih efisiensi ga perlu bayar hak cipta karakternya ke kreator,udh diganti ai dgn dalih efisiensi ga perlu bayar hak cipta karakternya ke kreator,sudah diganti ai dengan dalih efisiensi tidak perlu bayar hak cipta karakternya ke kreator,"['sudah', 'diganti', 'ai', 'dengan', 'dalih', 'efisiensi', 'tidak', 'perlu', 'bayar', 'hak', 'cipta', 'karakternya', 'ke', 'kreator']","['diganti', 'ai', 'dalih', 'efisiensi', 'bayar', 'hak', 'cipta', 'karakternya', 'kreator']",ganti ai dalih efisiensi bayar hak cipta karakter kreator
@tanyarlfes Serius diganti AI? najisss junjungan nya wapres tolol,Serius diganti AI najisss junjungan nya wapres tolol,serius diganti ai najisss junjungan nya wapres tolol,serius diganti ai najisss junjungan ya wapres tolol,"['serius', 'diganti', 'ai', 'najisss', 'junjungan', 'ya', 'wapres', 'tolol']","['serius', 'diganti', 'ai', 'najisss', 'junjungan', 'ya', 'wapres', 'tolol']",serius ganti ai najisss junjung ya wapres tolol
Kl diganti AI gw gak akan mw nnton bioskop lg tai,Kl diganti AI gw gak akan mw nnton bioskop lg tai,kl diganti ai gw gak akan mw nnton bioskop lg tai,kalau diganti ai gue tidak akan mau menonton bioskop lagi tahi,"['kalau', 'diganti', 'ai', 'gue', 'tidak', 'akan', 'mau', 'menonton', 'bioskop', 'lagi', 'tahi']","['diganti', 'ai', 'gue', 'menonton', 'bioskop', 'tahi']",ganti ai gue tonton bioskop tahi
@RowletFloff Plis jangan diganti ai ya allah😭,Plis jangan diganti ai ya allah,plis jangan diganti ai ya allah,plis jangan diganti ai ya allah,"['plis', 'jangan', 'diganti', 'ai', 'ya', 'allah']","['plis', 'diganti', 'ai', 'ya', 'allah']",plis ganti ai ya allah
"Dampak lingkungan AI semakin mengkhawatirkan dengan emisi karbon Google melonjak 51%, serta konsumsi listrik yang diprediksi berlipat ganda hingga 2026.  #AmbisiusNews #AImerusakBumi #EmisiGoogle #KonsumsiListrikAI https://t.co/5qJq57l2BM",Dampak lingkungan AI semakin mengkhawatirkan dengan emisi karbon Google melonjak 51 serta konsumsi listrik yang diprediksi berlipat ganda hingga 2026,dampak lingkungan ai semakin mengkhawatirkan dengan emisi karbon google melonjak 51 serta konsumsi listrik yang diprediksi berlipat ganda hingga 2026,dampak lingkungan ai semakin mengkhawatirkan dengan emisi karbon google melonjak 51 serta konsumsi listrik yang diprediksi berlipat ganda hingga 2026,"['dampak', 'lingkungan', 'ai', 'semakin', 'mengkhawatirkan', 'dengan', 'emisi', 'karbon', 'google', 'melonjak', '51', 'serta', 'konsumsi', 'listrik', 'yang', 'diprediksi', 'berlipat', 'ganda', 'hingga', '2026']","['dampak', 'lingkungan', 'ai', 'mengkhawatirkan', 'emisi', 'karbon', 'google', 'melonjak', '51', 'konsumsi', 'listrik', 'diprediksi', 'berlipat', 'ganda', '2026']",dampak lingkung ai khawatir emisi karbon google lonjak 51 konsumsi listrik prediksi lipat ganda 2026
sharing this karena banyak juga friendlist yang takut sama ai art or stuff. Tapi syukurnya orang orang di circle ku mau tanya dulu dan mastiin sebelum MENGHINDARI bukannya JUDGING ga jelas,sharing this karena banyak juga friendlist yang takut sama ai art or stuff Tapi syukurnya orang orang di circle ku mau tanya dulu dan mastiin sebelum MENGHINDARI bukannya JUDGING ga jelas,sharing this karena banyak juga friendlist yang takut sama ai art or stuff tapi syukurnya orang orang di circle ku mau tanya dulu dan mastiin sebelum menghindari bukannya judging ga jelas,sharing this karena banyak juga friendlist yang takut sama ai art orang stuff tapi syukurnya orang orang di circle ku mau tanya dulu dan mastiin sebelum menghindari bukannya judging tidak jelas,"['sharing', 'this', 'karena', 'banyak', 'juga', 'friendlist', 'yang', 'takut', 'sama', 'ai', 'art', 'orang', 'stuff', 'tapi', 'syukurnya', 'orang', 'orang', 'di', 'circle', 'ku', 'mau', 'tanya', 'dulu', 'dan', 'mastiin', 'sebelum', 'menghindari', 'bukannya', 'judging', 'tidak', 'jelas']","['sharing', 'this', 'friendlist', 'takut', 'ai', 'art', 'orang', 'stuff', 'syukurnya', 'orang', 'orang', 'circle', 'ku', 'mastiin', 'menghindari', 'judging']",sharing this friendlist takut ai art orang stuff syukur orang orang circle ku mastiin hindar judging
"ga gitu cara main lu maemunah, anjir jadi semakin takut sama ai",ga gitu cara main lu maemunah anjir jadi semakin takut sama ai,ga gitu cara main lu maemunah anjir jadi semakin takut sama ai,tidak begitu cara main kamu maemunah anjir jadi semakin takut sama ai,"['tidak', 'begitu', 'cara', 'main', 'kamu', 'maemunah', 'anjir', 'jadi', 'semakin', 'takut', 'sama', 'ai']","['main', 'maemunah', 'anjir', 'takut', 'ai']",main maemunah anjir takut ai
kalian ga takut sama ai apa ya....,kalian ga takut sama ai apa ya,kalian ga takut sama ai apa ya,kalian tidak takut sama ai apa ya,"['kalian', 'tidak', 'takut', 'sama', 'ai', 'apa', 'ya']","['takut', 'ai', 'ya']",takut ai ya
@Elisyanaaa AI mengkhawatirkan,AI mengkhawatirkan,ai mengkhawatirkan,ai mengkhawatirkan,"['ai', 'mengkhawatirkan']","['ai', 'mengkhawatirkan']",ai khawatir
@BosPurwa Bangsa yang besar suka pake AI tapi takut sama AI,Bangsa yang besar suka pake AI tapi takut sama AI,bangsa yang besar suka pake ai tapi takut sama ai,bangsa yang besar suka pakai ai tapi takut sama ai,"['bangsa', 'yang', 'besar', 'suka', 'pakai', 'ai', 'tapi', 'takut', 'sama', 'ai']","['bangsa', 'suka', 'pakai', 'ai', 'takut', 'ai']",bangsa suka pakai ai takut ai
"@AnalisaCrypto @Platuk_ndasmu @Ardalyn_ kmu lupa 1 hal bro, kamu takut sama ai sampai pakai ai buat lock kami 🙈",kmu lupa 1 hal bro kamu takut sama ai sampai pakai ai buat lock kami,kmu lupa 1 hal bro kamu takut sama ai sampai pakai ai buat lock kami,kamu lupa 1 hal bro kamu takut sama ai sampai pakai ai buat lock kami,"['kamu', 'lupa', '1', 'hal', 'bro', 'kamu', 'takut', 'sama', 'ai', 'sampai', 'pakai', 'ai', 'buat', 'lock', 'kami']","['lupa', '1', 'bro', 'takut', 'ai', 'pakai', 'ai', 'lock']",lupa 1 bro takut ai pakai ai lock
lama lama gue takut sama AI,lama lama gue takut sama AI,lama lama gue takut sama ai,lama lama gue takut sama ai,"['lama', 'lama', 'gue', 'takut', 'sama', 'ai']","['gue', 'takut', 'ai']",gue takut ai
Jujur aja makin hari gue makin takut sama AI.. Merinding😭,Jujur aja makin hari gue makin takut sama AI Merinding,jujur aja makin hari gue makin takut sama ai merinding,jujur saja makin hari gue makin takut sama ai merinding,"['jujur', 'saja', 'makin', 'hari', 'gue', 'makin', 'takut', 'sama', 'ai', 'merinding']","['jujur', 'gue', 'takut', 'ai', 'merinding']",jujur gue takut ai merinding
"Orang yang nyuruh takut sama AI biasanya cuma satu: gaptek parah. Teknologi g pernah stagnan, dia evolve tiap hari. So, gimana cara ngelawan sisi gelap AI? ""learn it, master it, use it"" That’s how you stay ahead Yang lu takutin bukan AI tapi kenyataan klo lu g ngerti.",Orang yang nyuruh takut sama AI biasanya cuma satu gaptek parah Teknologi g pernah stagnan dia evolve tiap hari So gimana cara ngelawan sisi gelap AI learn it master it use it Thats how you stay ahead Yang lu takutin bukan AI tapi kenyataan klo lu g ngerti,orang yang nyuruh takut sama ai biasanya cuma satu gaptek parah teknologi g pernah stagnan dia evolve tiap hari so gimana cara ngelawan sisi gelap ai learn it master it use it thats how you stay ahead yang lu takutin bukan ai tapi kenyataan klo lu g ngerti,orang yang nyuruh takut sama ai biasanya hanya satu gaptek parah teknologi tidak pernah stagnan dia evolve tiap hari sok bagaimana cara melawan sisi gelap ai learn itu master itu use itu thats how you stay ahead yang kamu takutin bukan ai tapi kenyataan kalau kamu tidak mengerti,"['orang', 'yang', 'nyuruh', 'takut', 'sama', 'ai', 'biasanya', 'hanya', 'satu', 'gaptek', 'parah', 'teknologi', 'tidak', 'pernah', 'stagnan', 'dia', 'evolve', 'tiap', 'hari', 'sok', 'bagaimana', 'cara', 'melawan', 'sisi', 'gelap', 'ai', 'learn', 'itu', 'master', 'itu', 'use', 'itu', 'thats', 'how', 'you', 'stay', 'ahead', 'yang', 'kamu', 'takutin', 'bukan', 'ai', 'tapi', 'kenyataan', 'kalau', 'kamu', 'tidak', 'mengerti']","['orang', 'nyuruh', 'takut', 'ai', 'gaptek', 'parah', 'teknologi', 'stagnan', 'evolve', 'sok', 'melawan', 'sisi', 'gelap', 'ai', 'learn', 'master', 'use', 'thats', 'how', 'you', 'stay', 'ahead', 'takutin', 'ai', 'kenyataan', 'mengerti']",orang nyuruh takut ai gaptek parah teknologi stagnan evolve sok lawan sisi gelap ai learn master use thats how you stay ahead takutin ai nyata erti
"@bukannanagajah @masabersiapp Di tiktok malah ad yg bilang ""yang takut sama ai cuma orang dgn pekerja rendahan"" si ts katanya software engineer",Di tiktok malah ad yg bilang yang takut sama ai cuma orang dgn pekerja rendahan si ts katanya software engineer,di tiktok malah ad yg bilang yang takut sama ai cuma orang dgn pekerja rendahan si ts katanya software engineer,di tiktok malah ada yang bilang yang takut sama ai hanya orang dengan pekerja rendahan sih ts katanya software engineer,"['di', 'tiktok', 'malah', 'ada', 'yang', 'bilang', 'yang', 'takut', 'sama', 'ai', 'hanya', 'orang', 'dengan', 'pekerja', 'rendahan', 'sih', 'ts', 'katanya', 'software', 'engineer']","['tiktok', 'bilang', 'takut', 'ai', 'orang', 'pekerja', 'rendahan', 'sih', 'ts', 'software', 'engineer']",tiktok bilang takut ai orang kerja rendah sih ts software engineer
Gak takut sama AI soalnya AI saat ini bukan true AI,Gak takut sama AI soalnya AI saat ini bukan true AI,gak takut sama ai soalnya ai saat ini bukan true ai,tidak takut sama ai soalnya ai saat ini bukan true ai,"['tidak', 'takut', 'sama', 'ai', 'soalnya', 'ai', 'saat', 'ini', 'bukan', 'true', 'ai']","['takut', 'ai', 'ai', 'true', 'ai']",takut ai ai true ai
"Bukannya takut sama AI, tapi takut sama ketidaksiapan kita. Kalau UU masih kosong, negara rawan serangan. Indonesia Darurat Dasar Hukum Keamanan Siber https://t.co/cdKYWHs0nv",Bukannya takut sama AI tapi takut sama ketidaksiapan kita Kalau UU masih kosong negara rawan serangan Indonesia Darurat Dasar Hukum Keamanan Siber,bukannya takut sama ai tapi takut sama ketidaksiapan kita kalau uu masih kosong negara rawan serangan indonesia darurat dasar hukum keamanan siber,bukannya takut sama ai tapi takut sama ketidaksiapan kita Jika uu masih kosong negara rawan serangan indonesia darurat dasar hukum keamanan siber,"['bukannya', 'takut', 'sama', 'ai', 'tapi', 'takut', 'sama', 'ketidaksiapan', 'kita', 'Jika', 'uu', 'masih', 'kosong', 'negara', 'rawan', 'serangan', 'indonesia', 'darurat', 'dasar', 'hukum', 'keamanan', 'siber']","['takut', 'ai', 'takut', 'ketidaksiapan', 'Jika', 'uu', 'kosong', 'negara', 'rawan', 'serangan', 'indonesia', 'darurat', 'dasar', 'hukum', 'keamanan', 'siber']",takut ai takut ketidaksiapan jika uu kosong negara rawan serang indonesia darurat dasar hukum aman siber
"@iluskevad hasil fotonya rl banget, makin takut sama ai",hasil fotonya rl banget makin takut sama ai,hasil fotonya rl banget makin takut sama ai,hasil fotonya rl banget makin takut sama ai,"['hasil', 'fotonya', 'rl', 'banget', 'makin', 'takut', 'sama', 'ai']","['hasil', 'fotonya', 'rl', 'banget', 'takut', 'ai']",hasil foto rl banget takut ai
"@bukannanagajah @masabersiapp Salah besar kl takut sama AI, kita ga bisa menghindar dr AI, kitaharus bersiap",Salah besar kl takut sama AI kita ga bisa menghindar dr AI kitaharus bersiap,salah besar kl takut sama ai kita ga bisa menghindar dr ai kitaharus bersiap,salah besar kalau takut sama ai kita tidak bisa menghindar dari ai kitaharus bersiap,"['salah', 'besar', 'kalau', 'takut', 'sama', 'ai', 'kita', 'tidak', 'bisa', 'menghindar', 'dari', 'ai', 'kitaharus', 'bersiap']","['salah', 'takut', 'ai', 'menghindar', 'ai', 'kitaharus']",salah takut ai hindar ai kitaharus
Ko jadi takut sama AI ya. Serem bgt mirip kek asli,Ko jadi takut sama AI ya Serem bgt mirip kek asli,ko jadi takut sama ai ya serem bgt mirip kek asli,kok jadi takut sama ai ya seram banget mirip kayak asli,"['kok', 'jadi', 'takut', 'sama', 'ai', 'ya', 'seram', 'banget', 'mirip', 'kayak', 'asli']","['takut', 'ai', 'ya', 'seram', 'banget', 'kayak', 'asli']",takut ai ya seram banget kayak asli
Sumpah makin takut sama AI….,Sumpah makin takut sama AI,sumpah makin takut sama ai,sumpah makin takut sama ai,"['sumpah', 'makin', 'takut', 'sama', 'ai']","['sumpah', 'takut', 'ai']",sumpah takut ai
"Padahal kalo di platform aplikasi Jobcity, ada Pencocokan Cerdas (Smart Matching), fitur berbasis AI yg pake algoritma kompleks untuk konekin kandidat dg lowongan kerja yg paling sesuai  Jadi kita sbg pelamar kerja cuma perlu isi data diri selengkap-lengkapnya biar dicariin kerjaan sama AI, canggih banget yak 🥰",Padahal kalo di platform aplikasi Jobcity ada Pencocokan Cerdas Smart Matching fitur berbasis AI yg pake algoritma kompleks untuk konekin kandidat dg lowongan kerja yg paling sesuai  Jadi kita sbg pelamar kerja cuma perlu isi data diri selengkaplengkapnya biar dicariin kerjaan sama AI canggih banget yak,padahal kalo di platform aplikasi jobcity ada pencocokan cerdas smart matching fitur berbasis ai yg pake algoritma kompleks untuk konekin kandidat dg lowongan kerja yg paling sesuai  jadi kita sbg pelamar kerja cuma perlu isi data diri selengkaplengkapnya biar dicariin kerjaan sama ai canggih banget yak,padahal kalau di platform aplikasi jobcity ada pencocokan cerdas smart matching fitur berbasis ai yang pakai algoritma kompleks untuk konekin kandidat dengan lowongan kerja yang paling sesuai jadi kita sebagai pelamar kerja hanya perlu isi data diri selengkaplengkapnya biar dicariin pekerjaan sama ai canggih banget ya,"['padahal', 'kalau', 'di', 'platform', 'aplikasi', 'jobcity', 'ada', 'pencocokan', 'cerdas', 'smart', 'matching', 'fitur', 'berbasis', 'ai', 'yang', 'pakai', 'algoritma', 'kompleks', 'untuk', 'konekin', 'kandidat', 'dengan', 'lowongan', 'kerja', 'yang', 'paling', 'sesuai', 'jadi', 'kita', 'sebagai', 'pelamar', 'kerja', 'hanya', 'perlu', 'isi', 'data', 'diri', 'selengkaplengkapnya', 'biar', 'dicariin', 'pekerjaan', 'sama', 'ai', 'canggih', 'banget', 'ya']","['platform', 'aplikasi', 'jobcity', 'pencocokan', 'cerdas', 'smart', 'matching', 'fitur', 'berbasis', 'ai', 'pakai', 'algoritma', 'kompleks', 'konekin', 'kandidat', 'lowongan', 'kerja', 'sesuai', 'pelamar', 'kerja', 'isi', 'data', 'selengkaplengkapnya', 'biar', 'dicariin', 'pekerjaan', 'ai', 'canggih', 'banget', 'ya']",platform aplikasi jobcity cocok cerdas smart matching fitur bas ai pakai algoritma kompleks konekin kandidat lowong kerja sesuai lamar kerja isi data selengkaplengkapnya biar dicariin kerja ai canggih banget ya
"@worksfess in this economy gausa pertaruhkan karir kata gw mah unless u mau berdikari sendiri ya go ahead, u ga perlu idealis sesuai moral pribadi (ghuwe anti AI bro) dan merasa bertanggung jawab atas semua keputusan atasan. FYI corporate dan agency luar uda berlomba explore AI.",in this economy gausa pertaruhkan karir kata gw mah unless u mau berdikari sendiri ya go ahead u ga perlu idealis sesuai moral pribadi ghuwe anti AI bro dan merasa bertanggung jawab atas semua keputusan atasan FYI corporate dan agency luar uda berlomba explore AI,in this economy gausa pertaruhkan karir kata gw mah unless u mau berdikari sendiri ya go ahead u ga perlu idealis sesuai moral pribadi ghuwe anti ai bro dan merasa bertanggung jawab atas semua keputusan atasan fyi corporate dan agency luar uda berlomba explore ai,ini this economy pertaruhkan karir kata gue mah unless lu mau berdikari sendiri ya go ahead lu tidak perlu idealis sesuai moral pribadi ghuwe anti ai bro dan merasa bertanggung jawab atas semua keputusan atasan fyi corporate dan agency luar sudah berlomba explore ai,"['ini', 'this', 'economy', 'pertaruhkan', 'karir', 'kata', 'gue', 'mah', 'unless', 'lu', 'mau', 'berdikari', 'sendiri', 'ya', 'go', 'ahead', 'lu', 'tidak', 'perlu', 'idealis', 'sesuai', 'moral', 'pribadi', 'ghuwe', 'anti', 'ai', 'bro', 'dan', 'merasa', 'bertanggung', 'jawab', 'atas', 'semua', 'keputusan', 'atasan', 'fyi', 'corporate', 'dan', 'agency', 'luar', 'sudah', 'berlomba', 'explore', 'ai']","['this', 'economy', 'pertaruhkan', 'karir', 'gue', 'mah', 'unless', 'lu', 'berdikari', 'ya', 'go', 'ahead', 'lu', 'idealis', 'sesuai', 'moral', 'pribadi', 'ghuwe', 'anti', 'ai', 'bro', 'bertanggung', 'keputusan', 'atasan', 'fyi', 'corporate', 'agency', 'berlomba', 'explore', 'ai']",this economy taruh karir gue mah unless lu berdikari ya go ahead lu idealis sesuai moral pribadi ghuwe anti ai bro tanggung putus atas fyi corporate agency lomba explore ai
"in this economy gausa pertaruhkan karir kata gw mah unless u mau berdikari sendiri ya go ahead, u ga perlu idealis sesuai moral pribadi (ghuwe anti AI bro) dan merasa bertanggung jawab atas semua keputusan atasan. FYI corporate dan agency luar uda berlomba explore AI.",in this economy gausa pertaruhkan karir kata gw mah unless u mau berdikari sendiri ya go ahead u ga perlu idealis sesuai moral pribadi ghuwe anti AI bro dan merasa bertanggung jawab atas semua keputusan atasan FYI corporate dan agency luar uda berlomba explore AI,in this economy gausa pertaruhkan karir kata gw mah unless u mau berdikari sendiri ya go ahead u ga perlu idealis sesuai moral pribadi ghuwe anti ai bro dan merasa bertanggung jawab atas semua keputusan atasan fyi corporate dan agency luar uda berlomba explore ai,ini this economy pertaruhkan karir kata gue mah unless lu mau berdikari sendiri ya go ahead lu tidak perlu idealis sesuai moral pribadi ghuwe anti ai bro dan merasa bertanggung jawab atas semua keputusan atasan fyi corporate dan agency luar sudah berlomba explore ai,"['ini', 'this', 'economy', 'pertaruhkan', 'karir', 'kata', 'gue', 'mah', 'unless', 'lu', 'mau', 'berdikari', 'sendiri', 'ya', 'go', 'ahead', 'lu', 'tidak', 'perlu', 'idealis', 'sesuai', 'moral', 'pribadi', 'ghuwe', 'anti', 'ai', 'bro', 'dan', 'merasa', 'bertanggung', 'jawab', 'atas', 'semua', 'keputusan', 'atasan', 'fyi', 'corporate', 'dan', 'agency', 'luar', 'sudah', 'berlomba', 'explore', 'ai']","['this', 'economy', 'pertaruhkan', 'karir', 'gue', 'mah', 'unless', 'lu', 'berdikari', 'ya', 'go', 'ahead', 'lu', 'idealis', 'sesuai', 'moral', 'pribadi', 'ghuwe', 'anti', 'ai', 'bro', 'bertanggung', 'keputusan', 'atasan', 'fyi', 'corporate', 'agency', 'berlomba', 'explore', 'ai']",this economy taruh karir gue mah unless lu berdikari ya go ahead lu idealis sesuai moral pribadi ghuwe anti ai bro tanggung putus atas fyi corporate agency lomba explore ai
"Ayu Watanabe, penulis manga populer LDK, akan kembali dengan manga terbarunya, ""Kokoro, Ai ni Arazu"" yang akan terbit di majalah Kiss pada 25 Juli. Manga ini bercerita  seorang wanita karir yang yang kehidupannya berubah ketika seorang bartender muda tinggal bersamanya. https://t.co/eIns0BWO7I",Ayu Watanabe penulis manga populer LDK akan kembali dengan manga terbarunya Kokoro Ai ni Arazu yang akan terbit di majalah Kiss pada 25 Juli Manga ini bercerita  seorang wanita karir yang yang kehidupannya berubah ketika seorang bartender muda tinggal bersamanya,ayu watanabe penulis manga populer ldk akan kembali dengan manga terbarunya kokoro ai ni arazu yang akan terbit di majalah kiss pada 25 juli manga ini bercerita  seorang wanita karir yang yang kehidupannya berubah ketika seorang bartender muda tinggal bersamanya,ayu watanabe penulis manga populer ldk akan kembali dengan manga terbarunya kokoro ai nih arazu yang akan terbit di majalah kiss pada 25 juli manga ini bercerita seorang wanita karir yang yang kehidupannya berubah ketika seorang bartender muda tinggal bersamanya,"['ayu', 'watanabe', 'penulis', 'manga', 'populer', 'ldk', 'akan', 'kembali', 'dengan', 'manga', 'terbarunya', 'kokoro', 'ai', 'nih', 'arazu', 'yang', 'akan', 'terbit', 'di', 'majalah', 'kiss', 'pada', '25', 'juli', 'manga', 'ini', 'bercerita', 'seorang', 'wanita', 'karir', 'yang', 'yang', 'kehidupannya', 'berubah', 'ketika', 'seorang', 'bartender', 'muda', 'tinggal', 'bersamanya']","['ayu', 'watanabe', 'penulis', 'manga', 'populer', 'ldk', 'manga', 'terbarunya', 'kokoro', 'ai', 'nih', 'arazu', 'terbit', 'majalah', 'kiss', '25', 'juli', 'manga', 'bercerita', 'wanita', 'karir', 'kehidupannya', 'berubah', 'bartender', 'muda', 'tinggal', 'bersamanya']",ayu watanabe tulis manga populer ldk manga baru kokoro ai nih arazu terbit majalah kiss 25 juli manga cerita wanita karir hidup ubah bartender muda tinggal sama
"Masa depan kerja bukan lagi AI vs. Manusia, tapi AI + Manusia. 🙌  Wawancara mendalam @shmula dengan CEO @JoinSapien, @RowanRK6, membahas cara kita bisa dibayar untuk melatih AI dan menjadi bagian inti dari ekonomi data. Bukan diganti, tapi diberdayakan. Wawasan yang wajib didengar!   #AI #Web3 #FutureOfWork",Masa depan kerja bukan lagi AI vs Manusia tapi AI  Manusia   Wawancara mendalam  dengan CEO   membahas cara kita bisa dibayar untuk melatih AI dan menjadi bagian inti dari ekonomi data Bukan diganti tapi diberdayakan Wawasan yang wajib didengar,masa depan kerja bukan lagi ai vs manusia tapi ai  manusia   wawancara mendalam  dengan ceo   membahas cara kita bisa dibayar untuk melatih ai dan menjadi bagian inti dari ekonomi data bukan diganti tapi diberdayakan wawasan yang wajib didengar,masa depan kerja bukan lagi ai vs manusia tapi ai manusia wawancara mendalam dengan ceo membahas cara kita bisa dibayar untuk melatih ai dan menjadi bagian inti dari ekonomi data bukan diganti tapi diberdayakan wawasan yang wajib didengar,"['masa', 'depan', 'kerja', 'bukan', 'lagi', 'ai', 'vs', 'manusia', 'tapi', 'ai', 'manusia', 'wawancara', 'mendalam', 'dengan', 'ceo', 'membahas', 'cara', 'kita', 'bisa', 'dibayar', 'untuk', 'melatih', 'ai', 'dan', 'menjadi', 'bagian', 'inti', 'dari', 'ekonomi', 'data', 'bukan', 'diganti', 'tapi', 'diberdayakan', 'wawasan', 'yang', 'wajib', 'didengar']","['kerja', 'ai', 'vs', 'manusia', 'ai', 'manusia', 'wawancara', 'mendalam', 'ceo', 'membahas', 'dibayar', 'melatih', 'ai', 'inti', 'ekonomi', 'data', 'diganti', 'diberdayakan', 'wawasan', 'wajib', 'didengar']",kerja ai vs manusia ai manusia wawancara dalam ceo bahas bayar latih ai inti ekonomi data ganti daya wawas wajib dengar
"**7/  👨‍💻👩‍💻  Career Path:  Jadi Programmer, Mau Sampai Mana?**  Jalan karir di dunia programming luas banget!  Bisa jadi Web Developer, Mobile Developer, Data Scientist, AI Engineer, dan banyak lagi!... (cont)",7    Career Path  Jadi Programmer Mau Sampai Mana  Jalan karir di dunia programming luas banget  Bisa jadi Web Developer Mobile Developer Data Scientist AI Engineer dan banyak lagi cont,7    career path  jadi programmer mau sampai mana  jalan karir di dunia programming luas banget  bisa jadi web developer mobile developer data scientist ai engineer dan banyak lagi cont,7 career path jadi programmer mau sampai mana jalan karir di dunia programming luas banget bisa jadi web developer mobile developer data scientist ai engineer dan banyak lagi cont,"['7', 'career', 'path', 'jadi', 'programmer', 'mau', 'sampai', 'mana', 'jalan', 'karir', 'di', 'dunia', 'programming', 'luas', 'banget', 'bisa', 'jadi', 'web', 'developer', 'mobile', 'developer', 'data', 'scientist', 'ai', 'engineer', 'dan', 'banyak', 'lagi', 'cont']","['7', 'career', 'path', 'programmer', 'jalan', 'karir', 'dunia', 'programming', 'luas', 'banget', 'web', 'developer', 'mobile', 'developer', 'data', 'scientist', 'ai', 'engineer', 'cont']",7 career path programmer jalan karir dunia programming luas banget web developer mobile developer data scientist ai engineer cont
"@rosdyana_kusuma Prospek karir utk AI engineer di Taiwan gmn, Pak?",Prospek karir utk AI engineer di Taiwan gmn Pak,prospek karir utk ai engineer di taiwan gmn pak,prospek karir untuk ai engineer di taiwan bagaimana pak,"['prospek', 'karir', 'untuk', 'ai', 'engineer', 'di', 'taiwan', 'bagaimana', 'pak']","['prospek', 'karir', 'ai', 'engineer', 'taiwan']",prospek karir ai engineer taiwan
